sentence_id	token	label
10757	part	O
10757	that	O
10757	contains	O
10757	the	O
10757	forsaking	O
10757	all	O
10757	others	O
10757	piece	O
10757	.	O
10810	it	O
10810	's	O
10810	like	O
10810	so	O
10810	yes	O
10810	the	O
10810	concerns	O
10810	are	O
10810	more	O
10810	dire	O
10810	then	O
10810	.	O
10810	I	O
10810	guess	O
10810	I	O
10810	feel	O
10810	like	O
10810	you	O
10810	made	O
10810	a	O
10810	statement	O
10810	and	O
10810	I	O
10810	mostly	O
10810	agree	O
10810	with	O
10810	the	O
10810	statement	O
10810	and	O
10810	so	O
10810	I	O
10810	'm	O
10810	not	O
10810	sure	O
10810	what	O
10810	to	O
10810	say	O
10810	in	O
10810	response	O
10810	.	O
10810	Yeah	O
10810	I	O
10810	think	O
10810	that	O
10810	's	O
10810	an	O
10810	accurate	O
10810	assessment	O
10810	.	O
10810	It	O
10810	does	O
10810	not	O
10810	feel	O
10810	particularly	O
10810	free	O
10810	to	O
10810	say	O
10810	that	O
10810	I	O
10810	found	O
10810	this	O
10810	upsetting	O
10810	not	O
10810	that	O
10810	I	O
10810	can	O
10810	completely	O
10810	hide	O
10810	from	O
10810	her	O
10810	when	O
10810	I	O
10810	find	O
10810	something	O
10810	upsetting	O
10810	but	O
10810	So	O
10810	are	O
10810	you	O
10810	saying	O
10810	'	O
10810	nowhere	O
10810	to	O
10810	go	O
10810	'	O
10810	it	O
10810	's	O
10810	like	O
10810	you	O
10810	do	O
10810	n't	O
10810	have	O
10810	any	O
10810	train	O
10810	of	O
10810	thoughts	O
10810	or	O
10810	you	O
10810	do	O
10810	n't	O
10810	know	O
10810	what	O
10810	to	O
10810	do	O
10810	about	O
10810	it	O
10810	or	O
10814	Yes	O
10814	.	O
10814	And	O
10814	you	O
10814	have	O
10814	the	O
10814	freedom	O
10814	and	O
10814	choice	O
10814	to	O
10814	imperfectly	O
10814	step	O
10814	-	O
10814	by	O
10814	-	O
10814	step	O
10814	work	O
10814	on	O
10814	creating	O
10814	a	O
10814	healthier	O
10814	inner	O
10814	emotional	O
10814	life	O
10814	.	O
10814	Yay	O
10814	So	O
10814	dwell	O
10814	on	O
10814	what	O
10814	you	O
10814	did	O
10814	n't	O
10814	know	O
10814	and	O
10814	how	O
10814	you	O
10814	suffered	O
10814	or	O
10814	think	O
10814	about	O
10814	I	O
10814	'm	O
10814	already	O
10814	changing	O
10814	myself	O
10814	at	O
10814	times	O
10814	and	O
10814	I	O
10814	can	O
10814	continue	O
10814	to	O
10814	your	O
10814	choice	O
10814	.	O
10814	OK	O
10814	.	O
10814	Yes	O
10814	.	O
10852	Have	O
10852	you	O
10852	ever	O
10852	been	O
10852	suicidal	O
10852	Obviously	O
10852	my	O
10852	wife	O
10852	has	O
10852	been	O
10852	for	O
10852	a	O
10852	while	O
10852	and	O
10852	that	O
10852	has	O
10852	changed	O
10852	radically	O
10852	my	O
10852	view	O
10852	of	O
10852	her	O
10852	.	O
10852	I	O
10852	find	O
10852	myself	O
10852	unable	O
10852	although	O
10852	that	O
10852	s	O
10852	not	O
10852	strictly	O
10852	correct	O
10852	to	O
10852	trust	O
10852	her	O
10852	.	O
10852	Unwillingly	O
10852	certainly	O
10852	hard	O
10852	.	O
10852	And	O
10852	so	O
10852	it	O
10852	s	O
10852	a	O
10852	sense	O
10852	in	O
10852	which	O
10852	the	O
10852	answer	O
10852	to	O
10852	that	O
10852	question	O
10852	has	O
10852	the	O
10852	possibility	O
10852	to	O
10852	shake	O
10852	me	O
10852	in	O
10852	some	O
10852	deep	O
10852	way	O
10852	.	O
10858	Right	O
10858	now	O
10858	you	O
10858	've	O
10858	got	O
10858	you	O
10858	way	O
10858	of	O
10858	expressing	O
10858	how	O
10858	badly	O
10858	you	O
10858	feel	O
10858	.	O
10858	Give	O
10858	it	O
10858	a	O
10858	shot	O
10858	.	O
10858	Do	O
10858	n't	O
10858	wait	O
10858	until	O
10858	it	O
10858	's	O
10858	really	O
10858	bad	O
10858	.	O
10858	Just	O
10858	practice	O
10858	asking	O
10858	for	O
10858	the	O
10858	hugs	O
10858	even	O
10858	if	O
10858	it	O
10858	does	O
10858	n't	O
10858	get	O
10858	that	O
10858	bad	O
10858	so	O
10858	that	O
10858	we	O
10858	can	O
10858	train	O
10858	him	O
10858	to	O
10858	give	O
10858	that	O
10858	kind	O
10858	of	O
10858	support	O
10858	that	O
10858	you	O
10858	actually	O
10858	really	O
10858	want	O
10858	and	O
10858	let	O
10858	's	O
10858	see	O
10858	how	O
10858	that	O
10858	goes	O
10858	.	O
10858	Then	O
10858	I	O
10858	think	O
10858	we	O
10858	meet	O
10858	next	B-date
10858	week	I-date
10858	at	O
10858	the	O
10858	same	O
10858	time	O
10858	.	O
10858	Do	O
10858	we	O
10858	have	O
10858	the	O
10858	rest	O
10858	of	O
10858	July	B-date
10858	scheduled	O
10867	whether	O
10867	I	O
10867	have	O
10867	like	O
10867	...	O
10867	suggested	O
10867	to	O
10867	you	O
10867	that	O
10867	I	O
10867	think	O
10867	what	O
10867	you	O
10867	do	O
10867	is	O
10867	random	O
10867	because	O
10867	I	O
10867	don	O
10867	t	O
10867	I	O
10867	don	O
10867	t	O
10867	that	O
10867	s	O
10867	how	O
10867	I	O
10867	think	O
10867	about	O
10867	it	O
10867	but	O
10867	...	O
10868	But	O
10868	Dr.	O
10868	Bourd	B-person
10868	's	I-person
10868	also	O
10868	going	O
10868	to	O
10868	have	O
10868	to	O
10868	find	O
10868	a	O
10868	way	O
10868	of	O
10868	bringing	O
10868	this	O
10868	up	O
10868	in	O
10868	ways	O
10868	that	O
10868	are	O
10868	palatable	O
10868	and	O
10868	manageable	O
10868	for	O
10868	him	O
10868	too	O
10868	and	O
10868	it	O
10868	might	O
10868	take	O
10868	some	O
10868	time	O
10868	to	O
10868	do	O
10868	that	O
10868	.	O
10868	So	O
10868	I	O
10868	might	O
10868	say	O
10868	to	O
10868	you	O
10868	if	O
10868	you	O
10868	can	O
10868	even	O
10868	until	O
10868	we	O
10868	meet	O
10868	next	O
10868	not	O
10868	bring	O
10868	anything	O
10868	up	O
10868	and	O
10868	I	O
10868	'm	O
10868	saying	O
10868	this	O
10868	not	O
10868	going	O
10868	to	O
10868	work	O
10868	your	O
10868	marriage	O
10868	is	O
10868	not	O
10868	going	O
10868	to	O
10868	work	O
10868	if	O
10868	that	O
10868	's	O
10868	what	O
10868	happens	O
10868	in	O
10868	the	O
10868	long	O
10868	run	O
10878	the	O
10878	perfect	O
10878	solution	O
10878	to	O
10878	your	O
10878	maladies	O
10878	and	O
10878	that	O
10878	you	O
10878	're	O
10878	still	O
10878	suffering	O
10878	some	O
10878	physical	O
10878	consequences	O
10878	No	O
10878	no	O
10878	.	O
10878	Because	O
10878	you	O
10878	are	O
10878	...	O
10878	Because	O
10878	I	O
10878	'm	O
10878	seeking	O
10878	out	O
10878	what	O
10878	to	O
10878	...	O
10878	You	O
10878	're	O
10878	doing	O
10878	...	O
10878	I	O
10878	'm	O
10878	doing	O
10878	something	O
10878	about	O
10878	it	O
10878	.	O
10878	Yes	O
10878	.	O
10878	I	O
10878	'm	O
10878	not	O
10878	just	O
10878	...	O
10878	There	O
10878	is	O
10878	no	O
10878	perfect	O
10878	solution	O
10878	perhaps	O
10878	There	O
10878	is	O
10878	no	O
10878	perfect	O
10878	solution	O
10878	.	O
10886	Is	O
10886	it	O
10886	that	O
10886	your	O
10886	time	O
10886	will	O
10886	help	O
10886	more	O
10886	on	O
10886	a	O
10886	lower	O
10886	dose	O
10886	of	O
10886	Wellbutrin	O
10886	Not	O
10886	really	O
10886	.	O
10886	Like	O
10886	it	O
10886	was	O
10886	just	O
10886	step	O
10886	one	O
10886	step	O
10886	two	O
10886	and	O
10886	then	O
10886	wait	O
10886	'	O
10886	til	O
10886	then	O
10886	-	O
10886	Well	O
10886	then	O
10886	that	O
10886	's	O
10886	why	O
10886	you	O
10886	're	O
10886	checking	O
10886	with	O
10886	her	O
10886	to	O
10886	see	O
10886	what	O
10886	-	O
10886	Yeah	O
10886	it	O
10886	was	O
10886	just	O
10886	a	O
10886	week	O
10886	you	O
10886	know	O
10886	okay	O
10886	so	O
10886	I	O
10886	did	O
10886	the	O
10886	you	O
10886	know	O
10886	switching	O
10886	to	O
10886	a	O
10886	lower	O
10886	Wellbutrin	O
10886	like	O
10886	a	O
10886	day	O
10886	or	O
10886	two	O
10886	early	O
10886	but	O
10886	now	O
10886	it	O
10886	's	O
10886	been	O
10886	almost	B-date
10886	two	I-date
10886	weeks	I-date
10886	since	O
10886	the	O
10886	appointment	O
10886	with	O
10886	the	B-date
10886	week	I-date
10886	of	I-date
10886	the	I-date
10886	Klonopin	I-date
10886	the	B-date
10886	week	I-date
10886	of	O
10886	the	O
10886	lower	O
10886	Wellbutrin	O
10886	.	O
10886	It	O
10886	's	O
10886	not	O
10924	hope	O
10924	the	O
10924	willingness	O
10924	to	O
10924	continue	O
10924	to	O
10924	be	O
10924	gentler	O
10924	on	O
10924	yourself	O
10924	and	O
10924	unconditionally	O
10924	accepting	O
10924	and	O
10924	at	O
10924	peace	O
10924	with	O
10924	you	O
10924	as	O
10924	an	O
10924	imperfect	O
10924	human	O
10924	being	O
10924	like	O
10924	the	O
10924	rest	O
10924	of	O
10924	us	O
10924	an	O
10924	imperfect	O
10924	human	O
10924	being	O
10924	who	O
10924	is	O
10924	blessed	O
10924	with	O
10924	many	O
10924	gifts	O
10924	by	O
10924	the	O
10924	way	O
10924	.	O
10924	It	O
10924	is	O
10924	not	O
10924	about	O
10924	not	O
10924	enjoying	O
10924	your	O
10924	assets	O
10924	.	O
10924	Right	O
10924	.	O
10924	Celebrate	O
10924	them	O
10924	.	O
10924	Enjoy	O
10924	them	O
10924	.	O
10924	Right	O
10924	.	O
10927	at	O
10927	least	O
10927	a	O
10927	little	O
10927	bit	O
10927	.	O
10927	Having	O
10927	to	O
10927	acknowledge	O
10927	that	O
10927	this	O
10927	is	O
10927	hard	O
10927	or	O
10927	exists	O
10927	.	O
10927	There	O
10927	are	O
10927	probably	O
10927	a	O
10927	lot	O
10927	of	O
10927	other	O
10927	ways	O
10927	to	O
10927	tackle	O
10927	this	O
10927	metaphor	O
10927	but	O
10927	those	O
10927	are	O
10927	my	O
10927	first	O
10927	responses	O
10927	.	O
10927	And	O
10927	do	O
10927	you	O
10927	feel	O
10927	that	O
10927	s	O
10927	somebody	O
10927	that	O
10927	I	O
10927	would	O
10927	want	O
10927	to	O
10927	do	O
10927	to	O
10930	I	O
10930	think	O
10930	that	O
10930	a	O
10930	lot	O
10930	has	O
10930	happened	O
10930	recently	O
10930	and	O
10930	more	O
10930	historically	O
10930	in	O
10930	your	O
10930	life	O
10930	that	O
10930	sort	O
10930	of	O
10930	in	O
10930	reality	O
10930	adds	O
10930	to	O
10930	the	O
10930	impression	O
10930	that	O
10930	anybody	O
10930	who	O
10930	thinks	O
10930	they	O
10930	have	O
10930	reasons	O
10930	does	O
10930	n't	O
10930	know	O
10930	what	O
10930	they	O
10930	're	O
10930	talking	O
10930	about	O
10930	.	O
10930	Like	O
10930	it	O
10930	may	O
10930	not	O
10930	be	O
10930	.	O
10930	I	O
10930	'm	O
10930	just	O
10930	going	O
10930	to	O
10930	throw	O
10930	it	O
10930	out	O
10930	there	O
10930	though	O
10930	anyway	O
10930	and	O
10930	we	O
10930	'll	O
10930	think	O
10930	about	O
10930	it	O
10930	.	O
10930	So	O
10930	there	O
10930	may	O
10930	be	O
10930	times	O
10930	when	O
10930	your	O
10930	feelings	O
10930	are	O
10930	so	O
10930	intent	O
10930	and	O
10930	you	O
10930	come	O
10930	on	O
10930	in	O
10930	your	O
10930	kind	O
10930	of	O
10930	subtle	O
10930	way	O
10930	so	O
10930	strongly	O
10930	with	O
10930	them	O
10930	that	O
10930	you	O
10970	like	O
10970	one	O
10970	way	O
10970	our	O
10970	relationship	O
10970	is	O
10970	skewed	O
10970	.	O
10970	And	O
10970	then	O
10970	another	O
10970	is	O
10970	that	O
10970	like	O
10970	you	O
10970	just	O
10970	don	O
10970	t	O
10970	talk	O
10970	much	O
10970	about	O
10970	yours	O
10970	.	O
10970	One	O
10970	of	O
10970	the	O
10970	struggles	O
10970	over	O
10970	the	B-date
10970	last	I-date
10970	several	I-date
10970	weeks	I-date
10970	is	O
10970	I	O
10970	feel	O
10970	like	O
10970	has	O
10970	been	O
10970	trying	O
10970	to	O
10970	for	O
10970	me	O
10970	trying	O
10970	to	O
10970	like	O
10970	take	O
10970	away	O
10970	the	O
10970	barriers	O
10970	to	O
10970	intimacy	O
10970	that	O
10970	I	O
10970	have	O
10970	made	O
10970	so	O
10970	that	O
10970	the	O
10970	ones	O
10970	that	O
10970	remain	O
10970	are	O
10970	natural	O
10970	in	O
10970	some	O
10970	sense	O
10970	of	O
10970	the	O
10970	ones	O
10970	that	O
10970	you	O
10970	aren	O
10970	t	O
10970	supposed	O
10970	to	O
10970	like	O
10970	the	O
10970	ones	O
10970	I	O
10970	ve	O
10970	made	O
10970	up	O
10970	for	O
10970	you	O
10970	to	O
10971	Sorry	O
10971	I	O
10971	'm	O
10971	late	O
10971	.	O
10971	I	O
10971	was	O
10971	wondering	O
10971	if	O
10971	today	B-date
10971	was	O
10971	going	O
10971	to	O
10971	be	O
10971	the	O
10971	day	O
10971	that	O
10971	What	O
10971	's	O
10971	that	O
10971	If	O
10971	today	B-date
10971	was	O
10971	going	O
10971	to	O
10971	be	O
10971	the	O
10971	day	O
10971	that	O
10971	I	O
10971	was	O
10971	on	O
10971	time	O
10971	Yeah	O
10971	.	O
10971	Good	O
10971	morning	O
10971	.	O
10971	Good	O
10971	morning	O
10971	.	O
10971	So	O
10971	Micah	B-person
10971	gave	O
10971	me	O
10971	a	O
10971	prescription	O
10971	for	O
10971	Adderall	O
10971	.	O
10971	Hmmm	O
10971	.	O
11013	I	O
11013	did	O
11013	n't	O
11013	have	O
11013	anyone	O
11013	to	O
11013	go	O
11013	to	O
11013	the	O
11013	game	O
11013	with	O
11013	so	O
11013	I	O
11013	sent	O
11013	out	O
11013	an	O
11013	e-mail	O
11013	.	O
11013	Now	O
11013	I	O
11013	'm	O
11013	getting	O
11013	all	O
11013	of	O
11013	these	O
11013	e-mails	O
11013	.	O
11013	Is	O
11013	it	O
11013	time	O
11013	Are	O
11013	we	O
11013	done	O
11013	Not	O
11013	yet	O
11013	.	O
11013	There	O
11013	was	O
11013	a	O
11013	lot	O
11013	of	O
11013	traffic	O
11013	too	O
11013	.	O
11013	Does	O
11013	this	O
11013	feel	O
11013	like	O
11013	just	O
11013	something	O
11013	else	O
11013	you	O
11013	just	O
11013	had	O
11013	to	O
11013	do	O
11013	this	O
11013	morning	O
11018	Usually	O
11018	I	O
11018	'm	O
11018	pretty	O
11018	comfortable	O
11018	being	O
11018	mad	O
11018	and	O
11018	critical	O
11018	at	O
11018	the	O
11018	sermons	O
11018	.	O
11018	I	O
11018	have	O
11018	been	O
11018	kind	O
11018	of	O
11018	the	O
11018	skeptic	O
11018	in	O
11018	the	O
11018	pew	O
11018	for	O
11018	a	O
11018	long	O
11018	time	O
11018	but	O
11018	on	O
11018	this	O
11018	topic	O
11018	I	O
11018	'm	O
11018	anxious	O
11018	about	O
11018	it	O
11018	.	O
11018	I	O
11018	would	O
11018	really	O
11018	like	O
11018	this	O
11018	to	O
11018	mean	O
11018	something	O
11018	but	O
11018	I	O
11018	just	O
11018	do	O
11018	n't	O
11018	think	O
11018	it	O
11018	does	O
11018	.	O
11018	What	O
11018	do	O
11018	you	O
11018	mean	O
11018	by	O
11018	its	O
11018	meaning	O
11018	something	O
11018	In	O
11018	other	O
11018	words	O
11018	I	O
11018	guess	O
11018	one	O
11018	of	O
11018	the	O
11018	things	O
11018	that	O
11018	occurs	O
11018	to	O
11018	me	O
11018	is	O
11018	one	O
11018	sort	O
11018	of	O
11018	meaning	O
11018	which	O
11018	is	O
11018	often	O
11018	the	O
11018	way	O
11018	we	O
11018	talk	O
11018	about	O
11018	it	O
11018	is	O
11018	more	O
11018	like	O
11018	how	O
11018	does	O
11018	it	O
11018	work	O
11023	it	O
11023	s	O
11023	missing	O
11023	a	O
11023	piece	O
11023	but	O
11023	that	O
11023	sort	O
11023	of	O
11023	how	O
11023	Tanya	B-person
11023	will	O
11023	fare	O
11023	in	O
11023	the	O
11023	future	O
11023	.	O
11023	If	O
11023	you	O
11023	take	O
11023	that	O
11023	variable	O
11023	out	O
11023	and	O
11023	say	O
11023	what	O
11023	if	O
11023	that	O
11023	doesn	O
11023	t	O
11023	matter	O
11023	that	O
11023	much	O
11023	I	O
11023	mean	O
11023	I	O
11023	is	O
11023	this	O
11023	the	O
11023	marriage	O
11023	that	O
11023	you	O
11023	want	O
11023	to	O
11023	be	O
11023	in	O
11023	now	O
11023	and	O
11023	are	O
11023	there	O
11023	enough	O
11023	things	O
11023	about	O
11023	Tanya	B-person
11023	that	O
11023	you	O
11023	love	O
11023	and	O
11023	value	O
11023	And	O
11023	are	O
11023	there	O
11023	enough	O
11023	parts	O
11023	of	O
11023	your	O
11023	moral	O
11023	system	O
11023	that	O
11023	you	O
11023	feel	O
11023	committed	O
11023	to	O
11023	that	O
11023	this	O
11023	is	O
11023	the	O
11023	marriage	O
11023	that	O
11023	you	O
11023	want	O
11023	to	O
11023	be	O
11023	in	O
11048	Like	O
11048	it	O
11048	is	O
11048	not	O
11048	so	O
11048	simple	O
11048	as	O
11048	I	O
11048	should	O
11048	be	O
11048	a	O
11048	good	O
11048	student	O
11048	.	O
11048	It	O
11048	is	O
11048	And	O
11048	if	O
11048	I	O
11048	'm	O
11048	not	O
11048	like	O
11048	-	O
11048	in	O
11048	other	O
11048	words	O
11048	all	O
11048	the	O
11048	worst	O
11048	possible	O
11048	putting	O
11048	it	O
11048	all	O
11048	out	O
11048	there	O
11048	in	O
11048	terms	O
11048	of	O
11048	what	O
11048	I	O
11048	really	O
11048	think	O
11048	not	O
11048	just	O
11048	going	O
11048	by	O
11048	the	O
11048	books	O
11048	and	O
11048	looking	O
11048	at	O
11048	the	O
11048	homework	O
11048	of	O
11048	...	O
11048	So	O
11048	being	O
11048	more	O
11048	thorough	O
11048	in	O
11048	your	O
11048	expression	O
11048	of	O
11048	your	O
11048	irrational	O
11048	beliefs	O
11048	Exactly	O
11048	.	O
11048	Mm	O
11048	-hmm	O
11048	.	O
11053	Yeah	O
11053	I	O
11053	would	O
11053	have	O
11053	that	O
11053	diagnosed	O
11053	by	O
11053	a	O
11053	you	O
11053	know	O
11053	the	O
11053	best	O
11053	bet	O
11053	is	O
11053	a	O
11053	neuropsychologist	O
11053	who	O
11053	does	O
11053	testing	O
11053	or	O
11053	at	O
11053	least	O
11053	a	O
11053	screening	O
11053	.	O
11053	The	O
11053	second	O
11053	best	O
11053	bet	O
11053	is	O
11053	an	O
11053	actual	O
11053	mental	O
11053	health	O
11053	clinician	O
11053	.	O
11053	It	O
11053	could	O
11053	be	O
11053	a	O
11053	social	O
11053	worker	O
11053	psychologist	O
11053	or	O
11053	psychiatrist	O
11053	.	O
11053	Way	O
11053	to	O
11053	poo-poo	O
11053	on	O
11053	her	O
11053	parade	O
11053	.	O
11053	She	B-person
11053	's	I-person
11053	had	O
11053	this	O
11053	appointment	O
11053	for	O
11053	six	B-date
11053	months	I-date
11053	.	O
11053	What	O
11053	do	O
11053	you	O
11053	want	O
11053	me	O
11053	to	O
11053	say	O
11057	Yeah	O
11057	that	O
11057	was	O
11057	I	O
11057	was	O
11057	intending	O
11057	to	O
11057	give	O
11057	reasons	O
11057	not	O
11057	to	O
11057	have	O
11057	that	O
11057	conversation	O
11057	in	O
11057	the	O
11057	moment	O
11057	when	O
11057	I	O
11057	'm	O
11057	angry	O
11057	and	O
11057	she	O
11057	has	O
11057	like	O
11057	in	O
11057	that	O
11057	moment	O
11057	.	O
11057	You	O
11057	're	O
11057	first	O
11057	qualifying	O
11057	statement	O
11057	was	O
11057	not	O
11057	commenting	O
11057	on	O
11057	the	O
11057	time	O
11057	scale	O
11057	.	O
11057	These	O
11057	are	O
11057	reasons	O
11057	to	O
11057	have	O
11057	that	O
11057	conversation	O
11057	and	O
11057	that	O
11057	sounds	O
11057	right	O
11057	.	O
11057	And	O
11057	so	O
11057	I	O
11057	guess	O
11057	now	O
11057	we	O
11057	're	O
11057	at	O
11057	the	O
11057	point	O
11057	of	O
11057	needing	O
11057	to	O
11057	talk	O
11057	about	O
11057	the	O
11057	time	O
11057	scale	O
11057	because	O
11057	I	O
11057	think	O
11081	I	O
11081	guess	O
11081	.	O
11081	I	O
11081	'm	O
11081	not	O
11081	totally	O
11081	in	O
11081	touch	O
11081	with	O
11081	that	O
11081	because	O
11081	I	O
11081	also	O
11081	feel	O
11081	at	O
11081	the	O
11081	same	O
11081	time	O
11081	that	O
11081	I	O
11081	'm	O
11081	lucky	O
11081	to	O
11081	have	O
11081	what	O
11081	I	O
11081	have	O
11081	and	O
11081	I	O
11081	know	O
11081	there	O
11081	are	O
11081	people	O
11081	that	O
11081	are	O
11081	a	O
11081	lot	O
11081	worse	O
11081	off	O
11081	than	O
11081	I	O
11081	am	O
11081	and	O
11081	I	O
11081	'll	O
11081	manage	O
11081	somehow	O
11081	.	O
11081	I	O
11081	may	O
11081	have	O
11081	to	O
11081	work	O
11081	until	O
11081	I	O
11081	'm	O
11081	80	O
11081	but	O
11081	I	O
11081	do	O
11081	n't	O
11081	.	O
11081	I	O
11081	mean	O
11081	if	O
11081	there	O
11081	is	O
11081	anger	O
11081	about	O
11081	that	O
11081	I	O
11081	'm	O
11081	sure	O
11081	there	O
11081	probably	O
11081	is	O
11081	I	O
11081	'm	O
11081	not	O
11081	in	O
11081	touch	O
11081	with	O
11081	it	O
11081	at	O
11081	all	O
11081	.	O
11081	I	O
11081	'm	O
11081	more	O
11081	feeling	O
11081	.	O
11081	I	O
11081	'm	O
11081	feeling	O
11081	it	O
11081	more	O
11081	I	O
11081	think	O
11081	directed	O
11081	to	O
11081	Harold	B-person
11081	because	O
11081	I	O
11081	feel	O
11081	he	O
11081	has	O
11081	this	O
11081	opportunity	O
11081	and	O
11081	he	O
11081	's	O
11081	not	O
11081	really	O
11081	enjoying	O
11081	it	O
11081	and	O
11081	appreciating	O
11081	it	O
11081	the	O
11081	way	O
11081	I	O
11081	think	O
11081	I	O
11081	would	O
11081	.	O
11088	So	O
11088	the	B-date
11088	following	I-date
11088	week	I-date
11088	has	O
11088	been	O
11088	a	O
11088	little	O
11088	bit	O
11088	strange	O
11088	.	O
11088	So	O
11088	...	O
11088	yeah	O
11088	.	O
11088	A	O
11088	whole	O
11088	lot	O
11088	of	O
11088	people	O
11088	have	O
11088	been	O
11088	excited	O
11088	for	O
11088	me	O
11088	and	O
11088	congratulatory	O
11088	and	O
11088	all	O
11088	of	O
11088	that	O
11088	.	O
11088	It	O
11088	took	O
11088	me	O
11088	most	O
11088	of	O
11088	Wednesday	B-date
11088	to	O
11088	fly	O
11088	back	O
11088	most	O
11088	of	O
11088	Wednesday	B-date
11088	to	O
11088	fly	O
11088	back	O
11088	last	B-date
11088	week	I-date
11088	because	O
11088	when	O
11088	I	O
11088	booked	O
11088	the	O
11088	flights	O
11088	I	O
11088	was	O
11088	...	O
11088	A	O
11088	lot	O
11088	of	O
11088	travel	O
11088	.	O
11088	I	O
11088	had	O
11088	sort	O
11088	of	O
11088	thought	O
11088	that	O
11088	I	O
11088	would	O
11088	be	O
11088	very	O
11088	pleased	O
11088	afterwards	O
11088	.	O
11088	And	O
11088	certainly	O
11088	after	O
11088	I	O
11088	finished	O
11088	the	O
11088	dissertation	O
11088	and	O
11088	sent	O
11088	it	O
11088	off	O
11088	I	O
11088	had	O
11088	very	O
11088	like	O
11088	intensely	O
11088	peaceful	O
11088	feelings	O
11088	.	O
11088	That	O
11088	was	O
11088	really	O
11088	nice	O
11088	.	O
11091	It	O
11091	sounds	O
11091	like	O
11091	to	O
11091	feel	O
11091	comfortable	O
11091	in	O
11091	a	O
11091	place	O
11091	you	O
11091	need	O
11091	to	O
11091	hold	O
11091	out	O
11091	.	O
11091	I	O
11091	wonder	O
11091	if	O
11091	having	O
11091	a	O
11091	conversation	O
11091	with	O
11091	his	O
11091	roommates	O
11091	might	O
11091	put	O
11091	you	O
11091	at	O
11091	ease	O
11091	to	O
11091	know	O
11091	what	O
11091	they	O
11091	're	O
11091	really	O
11091	thinking	O
11091	.	O
11091	I	O
11091	kind	O
11091	of	O
11091	really	O
11091	do	O
11091	n't	O
11091	want	O
11091	to	O
11091	because	O
11091	I	O
11091	'm	O
11091	just	O
11091	afraid	O
11091	what	O
11091	would	O
11091	happen	O
11091	if	O
11091	they	O
11091	say	O
11091	Oh	O
11091	actually	O
11091	we	O
11091	are	O
11091	really	O
11091	pissed	O
11091	that	O
11091	you	O
11091	are	O
11091	over	O
11091	all	O
11091	the	O
11091	time	O
11091	.	O
11091	There	O
11091	's	O
11091	not	O
11091	much	O
11091	I	O
11091	can	O
11091	do	O
11091	about	O
11091	that	O
11091	.	O
11091	Well	O
11091	you	O
11091	could	O
11091	ask	O
11091	Is	O
11091	there	O
11091	a	O
11091	way	O
11091	to	O
11091	make	O
11091	it	O
11091	more	O
11091	comfortable	O
11138	Well	O
11138	maybe	O
11138	that	O
11138	's	O
11138	a	O
11138	plan	O
11138	to	O
11138	try	O
11138	thinking	O
11138	about	O
11138	what	O
11138	you	O
11138	say	O
11138	to	O
11138	elicit	O
11138	the	O
11138	kind	O
11138	of	O
11138	response	O
11138	that	O
11138	you	O
11138	want	O
11138	.	O
11138	I	O
11138	just	O
11138	figured	O
11138	it	O
11138	would	O
11138	probably	O
11138	be	O
11138	impossible	O
11138	anyway	O
11138	.	O
11138	Well	O
11138	let	O
11138	's	O
11138	give	O
11138	it	O
11138	a	O
11138	try	O
11138	before	O
11138	we	O
11138	decide	O
11138	it	O
11138	's	O
11138	impossible	O
11138	.	O
11138	That	O
11138	would	O
11138	probably	O
11138	help	O
11138	.	O
11138	It	O
11138	sounds	O
11138	like	O
11138	what	O
11138	you	O
11138	want	O
11138	is	O
11138	some	O
11138	comfort	O
11138	not	O
11138	an	O
11138	argument	O
11138	.	O
11138	I	O
11138	've	O
11138	told	O
11138	him	O
11138	so	O
11138	many	O
11138	times	O
11138	If	O
11138	you	O
11138	say	O
11138	that	O
11138	that	O
11138	's	O
11138	not	O
11138	actually	O
11138	going	O
11138	to	O
11138	make	O
11138	me	O
11138	feel	O
11138	better	O
11138	.	O
11138	Can	O
11138	you	O
11138	stop	O
11138	saying	O
11138	that	O
11140	How	O
11140	did	O
11140	they	O
11140	do	O
11140	it	O
11140	How	O
11140	do	O
11140	they	O
11140	ignore	O
11140	all	O
11140	the	O
11140	crap	O
11140	and	O
11140	do	O
11140	what	O
11140	they	O
11140	want	O
11140	to	O
11140	do	O
11140	I	O
11140	'm	O
11140	always	O
11140	looking	O
11140	for	O
11140	that	O
11140	.	O
11140	But	O
11140	I	O
11140	also	O
11140	end	O
11140	up	O
11140	looking	O
11140	at	O
11140	Oh	O
11140	they	O
11140	have	O
11140	this	O
11140	thing	O
11140	that	O
11140	I	O
11140	never	O
11140	had	O
11140	.	O
11140	That	O
11140	can	O
11140	not	O
11140	I	O
11140	can	O
11140	not	O
11140	do	O
11140	anything	O
11140	about	O
11140	that	O
11140	so	O
11140	...	O
11140	I	O
11140	mean	O
11140	we	O
11140	all	O
11140	compare	O
11140	ourselves	O
11140	to	O
11140	each	O
11140	other	O
11140	all	O
11140	the	O
11140	time	O
11140	right	O
11140	Or	O
11140	that	O
11140	's	O
11140	like	O
11140	some	O
11140	people	O
11140	like	O
11140	me	O
11140	who	O
11140	are	O
11140	insecure	O
11140	do	O
11140	that	O
11140	all	O
11140	do	O
11140	it	O
11140	more	O
11140	often	O
11140	.	O
